Publication_number,Reference,Journal,Study,Case_study,Country,lab_or_field_experiment,Original_Site,original_decimals_latitude,original_decimals_longtitude,Original_Altitude.m.a.s.l..,Incubation_Site,incubation_decimal_latitudes,incubation_decimal_longtitude,Incubation_Altitude.m.a.s.l..,Incubation_annual_precipitation_.mm.,incubation_site_annual_temperature,Incubation_site_annual_min_temperatur_.degrees_C.,Incubation_site_annual_max_temperatur_.degrees_C.,Tree_species,Clade,Genus,family,natural_wood_or_block,wood_diameter,woody_debris_type,Diameter_range.mm.,wood_size_class,WD_Decay_class,Start_time,Finish_time,Study_duration_months,Treatments_type,Position_to_soil,Wood_density_initial,Stem_dry_matter_content..SDMC..g.g.1.,Wood_initial_Carbon,Wood_initial_Nitrogen,Wood_initial_Phophorus,Wood_initial_Potassium,Wood_initial_Lignin_perc,Wood_initial_Cellulose,Wood_initial_Hemicellulose,Wood_initial_Calcium,Wood_density_afterdecay,Fauna_group,Target_variable,Target_variable_loss_Exclusion,Target_variable_loss_Access,k_Exclusion,k_Access,sd_exclusion,sd_inclusion,n_sample_Exclusion,n_sample_Acess,Bark_status_presence_or_absent,Note..give.more.detailed.on.method.used.to.exclude.invertebrates.,Termites_type,Data_extracted_by
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.919,31.243,NA,NA,7.55679173,8.299166298,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,3.34,16.175,NA,NA,2.641914315,10.86058217,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,6.151,25.173,NA,NA,3.306026505,8.763150404,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,10.611,46.232,NA,NA,15.49595108,9.672112037,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,7.582,28.501,NA,NA,7.869841247,13.98548717,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,10.115,36.614,NA,NA,7.383496462,13.51591289,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Acacia sieberiana ,angiosperm,Acacia,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,10.297,55.47,NA,NA,9.366888758,11.04617581,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,4.528,14.348,NA,NA,3.510626725,7.870959281,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,6.936,16.387,NA,NA,6.40745279,9.392603539,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,13.236,35.284,NA,NA,11.03723154,13.89157231,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.834,15.806,NA,NA,5.19103181,10.18640767,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,8.233,21.761,NA,NA,5.197740014,11.97190795,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,13.05,32.004,NA,NA,6.811063059,10.36193901,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,3.231,3.786,NA,NA,3.510626725,3.718581047,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,3.23,6.24,NA,NA,3.521807065,4.35027025,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,11.754,13.421,NA,NA,6.010550724,6.36273143,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,4.89,8.418,NA,NA,3.304908471,3.748767964,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.454,12.68,NA,NA,4.407289984,4.587293456,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,14.903,21.574,NA,NA,6.773049904,11.09872341,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,7.492,12.68,NA,NA,5.400104166,7.860896975,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,7.664,14.395,NA,NA,9.135455722,7.721142726,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected inactive moud shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Dichrostachys cinerera,angiosperm,Dichrostachys,Fabaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,13.792,31.579,NA,NA,3.643672769,9.034832663,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.836,31.152,NA,NA,3.94665998,7.891083893,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,8.005,48.815,NA,NA,3.432364345,8.872717735,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected active mould open,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,15.66,77.516,NA,NA,3.823676242,10.69958527,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected ative mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.687,33.935,NA,NA,3.784545052,13.16037808,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected ative mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,7.014,44.399,NA,NA,4.161322506,9.910253276,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected ative mould shade,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,16-Jun,12,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,16.136,81.385,NA,NA,11.15238904,8.895078414,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Jul,1,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,3.04,16.286,NA,NA,3.281429757,8.064379161,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
1,Acanakwo et al 2019,Ecosphere,Wood decomposition is more rapid on than off termite mounds in an African savanna,protected vs unprotected off mould ,Uganda,field,Lake Mburo National Park,-0.663333,31.888611,NA,Lake Mburo National Park,-0.663333,31.888611,NA,865,NA,NA,19.8,Grewia similis,angiosperm,Grewia ,Malvaceae,natural,40,woody,30 to 50,fine,NA,15-Jun,15-Sep,3,physical,surface,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotermes,mass loss,5.395,21.144,NA,NA,4.113247045,7.39691287,5,5,absent,"fauna not excluded, samples were tied with a wire to ensure they remain in position during the experiment period",Macrotermes,Denis Mburu Njoroge
